fight_name,fighter_1_name,fighter_2_name,fighter_1_strength,fighter_2_strength,strength_diff,strength_advantage,fighter_1_travel_speed,fighter_2_travel_speed,travel_speed_diff,travel_speed_advantage,fighter_1_agility,fighter_2_agility,agility_diff,agility_advantage,fighter_1_reaction_speed,fighter_2_reaction_speed,reaction_speed_diff,reaction_speed_advantage,fighter_1_offense,fighter_2_offense,offense_diff,offense_advantage,fighter_1_defense,fighter_2_defense,defense_diff,defense_advantage,fighter_1_endurance,fighter_2_endurance,endurance_diff,endurance_advantage,fighter_1_durability,fighter_2_durability,durability_diff,durability_advantage,fighter_1_stamina,fighter_2_stamina,stamina_diff,stamina_advantage,fighter_1_intelligence,fighter_2_intelligence,intelligence_diff,intelligence_advantage,fighter_1_battle_iq,fighter_2_battle_iq,battle_iq_diff,battle_iq_advantage,fighter_1_combat_skills,fighter_2_combat_skills,combat_skills_diff,combat_skills_advantage,fighter_1_weapon_proficiency,fighter_2_weapon_proficiency,weapon_proficiency_diff,weapon_proficiency_advantage,fighter_1_armament_haki,fighter_2_armament_haki,armament_haki_diff,armament_haki_advantage,fighter_1_observation_haki,fighter_2_observation_haki,observation_haki_diff,observation_haki_advantage,fighter_1_conqueror_haki,fighter_2_conqueror_haki,conqueror_haki_diff,conqueror_haki_advantage,fighter_1_devil_fruit,fighter_2_devil_fruit,devil_fruit_diff,devil_fruit_advantage,fighter_1_mentality,fighter_2_mentality,mentality_diff,mentality_advantage,fighter_1_experience,fighter_2_experience,experience_diff,experience_advantage,fighter_1_points,fighter_2_points,outcome
Boa Hancock vs Vinsmoke Reiju,Boa Hancock,Vinsmoke Reiju,8.5,6.5,2.0,1,7.0,7.0,0.0,0,8.0,7.5,0.5,1,7.5,7.0,0.5,1,9.5,7.0,2.5,1,7.0,6.5,0.5,1,7.0,7.0,0.0,0,7.5,6.5,1.0,1,7.0,6.5,0.5,1,7.0,8.0,-1.0,0,8.0,7.5,0.5,1,9.0,7.5,1.5,1,3.5,4.5,-1.0,0,8.0,3.0,5.0,1,8.0,3.0,5.0,1,1.0,0.0,1.0,1,9.5,1.0,8.5,1,7.0,8.5,-1.5,0,8.0,7.0,1.0,1,16,5,victory
Boa Hancock vs Bartolomeo,Boa Hancock,Bartolomeo,8.5,6.0,2.5,1,7.0,4.0,3.0,1,8.0,5.0,3.0,1,7.5,5.5,2.0,1,9.5,7.0,2.5,1,7.0,9.5,-2.5,0,7.0,7.0,0.0,0,7.5,6.5,1.0,1,7.0,7.0,0.0,0,7.0,5.5,1.5,1,8.0,6.5,1.5,1,9.0,6.0,3.0,1,3.5,3.0,0.5,1,8.0,2.0,6.0,1,8.0,2.0,6.0,1,1.0,0.0,1.0,1,9.5,10.0,-0.5,0,7.0,7.5,-0.5,0,8.0,6.0,2.0,1,16,5,victory
Boa Hancock vs X Drake,Boa Hancock,X Drake,8.5,7.5,1.0,1,7.0,6.0,1.0,1,8.0,7.0,1.0,1,7.5,7.5,0.0,0,9.5,8.0,1.5,1,7.0,7.0,0.0,0,7.0,7.0,0.0,0,7.5,7.5,0.0,0,7.0,7.0,0.0,0,7.0,8.0,-1.0,0,8.0,7.5,0.5,1,9.0,8.0,1.0,1,3.5,7.0,-3.5,0,8.0,7.0,1.0,1,8.0,6.5,1.5,1,1.0,0.0,1.0,1,9.5,8.0,1.5,1,7.0,7.0,0.0,0,8.0,8.0,0.0,0,17,9,victory
Boa Hancock vs Koby,Boa Hancock,Koby,8.5,6.0,2.5,1,7.0,5.5,1.5,1,8.0,6.5,1.5,1,7.5,7.0,0.5,1,9.5,6.5,3.0,1,7.0,5.0,2.0,1,7.0,6.5,0.5,1,7.5,6.0,1.5,1,7.0,7.5,-0.5,0,7.0,7.5,-0.5,0,8.0,7.0,1.0,1,9.0,6.5,2.5,1,3.5,3.5,0.0,0,8.0,7.0,1.0,1,8.0,8.5,-0.5,0,1.0,0.0,1.0,1,9.5,1.0,8.5,1,7.0,8.5,-1.5,0,8.0,6.0,2.0,1,15,5,victory
Boa Hancock vs Rob Lucci,Boa Hancock,Rob Lucci,8.5,9.0,-0.5,0,7.0,8.0,-1.0,0,8.0,9.0,-1.0,0,7.5,8.5,-1.0,0,9.5,9.0,0.5,1,7.0,7.5,-0.5,0,7.0,8.5,-1.5,0,7.5,8.0,-0.5,0,7.0,9.0,-2.0,0,7.0,8.0,-1.0,0,8.0,8.5,-0.5,0,9.0,9.5,-0.5,0,3.5,4.0,-0.5,0,8.0,7.5,0.5,1,8.0,7.5,0.5,1,1.0,0.0,1.0,1,9.5,8.0,1.5,1,7.0,8.5,-1.5,0,8.0,8.5,-0.5,0,5,14,loss
Boa Hancock vs Monkey D. Garp,Boa Hancock,Monkey D. Garp,8.5,10.0,-1.5,0,7.0,8.5,-1.5,0,8.0,9.0,-1.0,0,7.5,10.0,-2.5,0,9.5,10.0,-0.5,0,7.0,8.5,-1.5,0,7.0,10.0,-3.0,0,7.5,9.0,-1.5,0,7.0,9.5,-2.5,0,7.0,7.5,-0.5,0,8.0,9.5,-1.5,0,9.0,10.0,-1.0,0,3.5,5.0,-1.5,0,8.0,10.0,-2.0,0,8.0,9.0,-1.0,0,1.0,1.0,0.0,0,9.5,0.5,9.0,1,7.0,9.5,-2.5,0,8.0,10.0,-2.0,0,2,18,loss
Boa Hancock vs Charlotte Pudding,Boa Hancock,Charlotte Pudding,8.5,3.5,5.0,1,7.0,4.5,2.5,1,8.0,4.5,3.5,1,7.5,5.0,2.5,1,9.5,5.0,4.5,1,7.0,4.0,3.0,1,7.0,4.5,2.5,1,7.5,4.0,3.5,1,7.0,5.0,2.0,1,7.0,8.0,-1.0,0,8.0,6.5,1.5,1,9.0,4.5,4.5,1,3.5,4.5,-1.0,0,8.0,1.0,7.0,1,8.0,2.5,5.5,1,1.0,0.0,1.0,1,9.5,8.0,1.5,1,7.0,6.0,1.0,1,8.0,6.0,2.0,1,17,2,victory
Boa Hancock vs Marshall D. Teach,Boa Hancock,Marshall D. Teach,8.5,9.0,-0.5,0,7.0,6.0,1.0,1,8.0,5.5,2.5,1,7.5,7.0,0.5,1,9.5,9.5,0.0,0,7.0,7.5,-0.5,0,7.0,9.0,-2.0,0,7.5,8.5,-1.0,0,7.0,8.0,-1.0,0,7.0,7.5,-0.5,0,8.0,8.5,-0.5,0,9.0,8.0,1.0,1,3.5,6.0,-2.5,0,8.0,8.0,0.0,0,8.0,7.0,1.0,1,1.0,0.0,1.0,1,9.5,10.0,-0.5,0,7.0,9.0,-2.0,0,8.0,8.5,-0.5,0,8,13,loss
Boa Hancock vs Kikuhime,Boa Hancock,Kikuhime,8.5,6.0,2.5,1,7.0,6.0,1.0,1,8.0,7.0,1.0,1,7.5,7.0,0.5,1,9.5,7.0,2.5,1,7.0,6.0,1.0,1,7.0,7.0,0.0,0,7.5,6.0,1.5,1,7.0,7.0,0.0,0,7.0,7.0,0.0,0,8.0,7.0,1.0,1,9.0,8.0,1.0,1,3.5,8.0,-4.5,0,8.0,6.0,2.0,1,8.0,6.0,2.0,1,1.0,0.0,1.0,1,9.5,1.0,8.5,1,7.0,8.0,-1.0,0,8.0,7.0,1.0,1,17,5,victory
Boa Hancock vs Izou,Boa Hancock,Izou,8.5,6.5,2.0,1,7.0,6.5,0.5,1,8.0,8.0,0.0,0,7.5,7.5,0.0,0,9.5,7.5,2.0,1,7.0,5.5,1.5,1,7.0,7.0,0.0,0,7.5,6.5,1.0,1,7.0,7.5,-0.5,0,7.0,7.5,-0.5,0,8.0,8.0,0.0,0,9.0,8.0,1.0,1,3.5,9.0,-5.5,0,8.0,6.0,2.0,1,8.0,6.0,2.0,1,1.0,0.0,1.0,1,9.5,1.0,8.5,1,7.0,8.0,-1.0,0,8.0,8.5,-0.5,0,14,9,victory
Boa Hancock vs Kouzuki Hiyori,Boa Hancock,Kouzuki Hiyori,8.5,2.5,6.0,1,7.0,4.0,3.0,1,8.0,3.5,4.5,1,7.5,4.0,3.5,1,9.5,3.0,6.5,1,7.0,4.0,3.0,1,7.0,5.0,2.0,1,7.5,3.5,4.0,1,7.0,5.0,2.0,1,7.0,7.0,0.0,0,8.0,3.5,4.5,1,9.0,2.5,6.5,1,3.5,3.0,0.5,1,8.0,1.0,7.0,1,8.0,1.0,7.0,1,1.0,0.0,1.0,1,9.5,1.0,8.5,1,7.0,7.5,-0.5,0,8.0,6.0,2.0,1,18,2,victory
Boa Hancock vs Shirahoshi,Boa Hancock,Shirahoshi,8.5,1.0,7.5,1,7.0,1.5,5.5,1,8.0,1.0,7.0,1,7.5,2.5,5.0,1,9.5,4.5,5.0,1,7.0,1.0,6.0,1,7.0,2.5,4.5,1,7.5,1.5,6.0,1,7.0,2.5,4.5,1,7.0,5.0,2.0,1,8.0,1.5,6.5,1,9.0,1.0,8.0,1,3.5,1.0,2.5,1,8.0,1.0,7.0,1,8.0,5.5,2.5,1,1.0,0.0,1.0,1,9.5,4.5,5.0,1,7.0,5.5,1.5,1,8.0,1.5,6.5,1,19,0,victory
Boa Hancock vs Pell,Boa Hancock,Pell,8.5,6.5,2.0,1,7.0,7.0,0.0,0,8.0,8.0,0.0,0,7.5,6.5,1.0,1,9.5,6.0,3.5,1,7.0,5.0,2.0,1,7.0,7.5,-0.5,0,7.5,8.0,-0.5,0,7.0,6.5,0.5,1,7.0,6.0,1.0,1,8.0,6.5,1.5,1,9.0,6.5,2.5,1,3.5,5.0,-1.5,0,8.0,1.5,6.5,1,8.0,1.5,6.5,1,1.0,0.0,1.0,1,9.5,7.5,2.0,1,7.0,7.5,-0.5,0,8.0,6.5,1.5,1,15,6,victory
Boa Hancock vs Issho,Boa Hancock,Issho,8.5,9.0,-0.5,0,7.0,7.0,0.0,0,8.0,6.5,1.5,1,7.5,8.5,-1.0,0,9.5,9.0,0.5,1,7.0,8.5,-1.5,0,7.0,8.5,-1.5,0,7.5,8.5,-1.0,0,7.0,9.0,-2.0,0,7.0,8.0,-1.0,0,8.0,9.0,-1.0,0,9.0,9.0,0.0,0,3.5,9.0,-5.5,0,8.0,9.0,-1.0,0,8.0,10.0,-2.0,0,1.0,0.0,1.0,1,9.5,9.0,0.5,1,7.0,9.0,-2.0,0,8.0,9.5,-1.5,0,6,15,loss
Boa Hancock vs Sakazuki,Boa Hancock,Sakazuki,8.5,9.5,-1.0,0,7.0,7.5,-0.5,0,8.0,7.0,1.0,1,7.5,8.5,-1.0,0,9.5,10.0,-0.5,0,7.0,8.5,-1.5,0,7.0,9.5,-2.5,0,7.5,9.5,-2.0,0,7.0,9.5,-2.5,0,7.0,7.0,0.0,0,8.0,9.0,-1.0,0,9.0,9.5,-0.5,0,3.5,4.5,-1.0,0,8.0,9.5,-1.5,0,8.0,8.5,-0.5,0,1.0,0.0,1.0,1,9.5,10.0,-0.5,0,7.0,9.0,-2.0,0,8.0,9.5,-1.5,0,3,17,loss
Boa Hancock vs Kurozumi Tama,Boa Hancock,Kurozumi Tama,8.5,2.0,6.5,1,7.0,3.0,4.0,1,8.0,4.0,4.0,1,7.5,3.0,4.5,1,9.5,3.5,6.0,1,7.0,2.5,4.5,1,7.0,4.0,3.0,1,7.5,3.0,4.5,1,7.0,4.0,3.0,1,7.0,5.5,1.5,1,8.0,4.0,4.0,1,9.0,1.5,7.5,1,3.5,1.5,2.0,1,8.0,1.0,7.0,1,8.0,1.0,7.0,1,1.0,0.0,1.0,1,9.5,7.5,2.0,1,7.0,6.5,0.5,1,8.0,3.0,5.0,1,19,0,victory
Boa Hancock vs Killer,Boa Hancock,Killer,8.5,7.0,1.5,1,7.0,6.5,0.5,1,8.0,7.5,0.5,1,7.5,7.5,0.0,0,9.5,8.0,1.5,1,7.0,6.0,1.0,1,7.0,7.0,0.0,0,7.5,6.5,1.0,1,7.0,7.0,0.0,0,7.0,7.0,0.0,0,8.0,8.0,0.0,0,9.0,8.0,1.0,1,3.5,9.0,-5.5,0,8.0,7.0,1.0,1,8.0,6.0,2.0,1,1.0,0.0,1.0,1,9.5,1.0,8.5,1,7.0,7.5,-0.5,0,8.0,8.0,0.0,0,17,8,victory
Boa Hancock vs Ulti,Boa Hancock,Ulti,8.5,8.0,0.5,1,7.0,6.5,0.5,1,8.0,6.0,2.0,1,7.5,7.5,0.0,0,9.5,7.5,2.0,1,7.0,7.5,-0.5,0,7.0,8.0,-1.0,0,7.5,8.5,-1.0,0,7.0,7.5,-0.5,0,7.0,5.5,1.5,1,8.0,6.5,1.5,1,9.0,7.5,1.5,1,3.5,4.0,-0.5,0,8.0,7.0,1.0,1,8.0,5.5,2.5,1,1.0,0.0,1.0,1,9.5,8.0,1.5,1,7.0,7.0,0.0,0,8.0,6.5,1.5,1,14,7,victory
Boa Hancock vs Benn Beckman,Boa Hancock,Benn Beckman,8.5,8.5,0.0,0,7.0,7.0,0.0,0,8.0,7.5,0.5,1,7.5,9.0,-1.5,0,9.5,9.0,0.5,1,7.0,7.5,-0.5,0,7.0,8.5,-1.5,0,7.5,8.0,-0.5,0,7.0,9.0,-2.0,0,7.0,10.0,-3.0,0,8.0,9.5,-1.5,0,9.0,9.0,0.0,0,3.5,10.0,-6.5,0,8.0,9.0,-1.0,0,8.0,9.0,-1.0,0,1.0,0.0,1.0,1,9.5,1.0,8.5,1,7.0,9.5,-2.5,0,8.0,10.0,-2.0,0,7,15,loss
Boa Hancock vs Koala,Boa Hancock,Koala,8.5,6.0,2.5,1,7.0,6.0,1.0,1,8.0,7.5,0.5,1,7.5,7.0,0.5,1,9.5,6.5,3.0,1,7.0,5.5,1.5,1,7.0,6.0,1.0,1,7.5,5.5,2.0,1,7.0,6.5,0.5,1,7.0,7.5,-0.5,0,8.0,7.0,1.0,1,9.0,7.5,1.5,1,3.5,4.5,-1.0,0,8.0,5.0,3.0,1,8.0,5.0,3.0,1,1.0,0.0,1.0,1,9.5,1.0,8.5,1,7.0,8.5,-1.5,0,8.0,7.0,1.0,1,16,3,victory
Boa Hancock vs Borsalino,Boa Hancock,Borsalino,8.5,8.0,0.5,1,7.0,10.0,-3.0,0,8.0,8.5,-0.5,0,7.5,10.0,-2.5,0,9.5,9.5,0.0,0,7.0,7.5,-0.5,0,7.0,8.0,-1.0,0,7.5,7.5,0.0,0,7.0,8.0,-1.0,0,7.0,8.0,-1.0,0,8.0,8.5,-0.5,0,9.0,9.0,0.0,0,3.5,6.5,-3.0,0,8.0,9.0,-1.0,0,8.0,9.0,-1.0,0,1.0,0.0,1.0,1,9.5,10.0,-0.5,0,7.0,6.5,0.5,1,8.0,9.5,-1.5,0,6,16,loss
Boa Hancock vs Gaimon,Boa Hancock,Gaimon,8.5,1.0,7.5,1,7.0,1.0,6.0,1,8.0,1.0,7.0,1,7.5,1.5,6.0,1,9.5,1.0,8.5,1,7.0,1.5,5.5,1,7.0,4.0,3.0,1,7.5,2.0,5.5,1,7.0,3.5,3.5,1,7.0,5.5,1.5,1,8.0,1.5,6.5,1,9.0,1.0,8.0,1,3.5,1.0,2.5,1,8.0,1.0,7.0,1,8.0,1.0,7.0,1,1.0,0.0,1.0,1,9.5,1.0,8.5,1,7.0,7.5,-0.5,0,8.0,5.5,2.5,1,18,1,victory
Boa Hancock vs Pedro,Boa Hancock,Pedro,8.5,7.5,1.0,1,7.0,7.0,0.0,0,8.0,8.0,0.0,0,7.5,7.5,0.0,0,9.5,7.5,2.0,1,7.0,6.5,0.5,1,7.0,7.0,0.0,0,7.5,6.5,1.0,1,7.0,7.0,0.0,0,7.0,7.0,0.0,0,8.0,8.0,0.0,0,9.0,8.0,1.0,1,3.5,7.5,-4.0,0,8.0,6.5,1.5,1,8.0,7.5,0.5,1,1.0,0.0,1.0,1,9.5,1.0,8.5,1,7.0,8.5,-1.5,0,8.0,8.0,0.0,0,17,10,victory
Boa Hancock vs Monkey D. Dragon,Boa Hancock,Monkey D. Dragon,8.5,8.5,0.0,0,7.0,8.0,-1.0,0,8.0,7.5,0.5,1,7.5,8.5,-1.0,0,9.5,9.0,0.5,1,7.0,8.5,-1.5,0,7.0,9.0,-2.0,0,7.5,8.5,-1.0,0,7.0,9.0,-2.0,0,7.0,10.0,-3.0,0,8.0,9.5,-1.5,0,9.0,9.0,0.0,0,3.5,6.5,-3.0,0,8.0,9.0,-1.0,0,8.0,8.0,0.0,0,1.0,0.0,1.0,1,9.5,9.0,0.5,1,7.0,10.0,-3.0,0,8.0,10.0,-2.0,0,7,15,loss
Boa Hancock vs Thousand Sunny,Boa Hancock,Thousand Sunny,8.5,7.5,1.0,1,7.0,7.5,-0.5,0,8.0,6.0,2.0,1,7.5,5.0,2.5,1,9.5,7.0,2.5,1,7.0,7.5,-0.5,0,7.0,9.0,-2.0,0,7.5,9.0,-1.5,0,7.0,7.0,0.0,0,7.0,2.0,5.0,1,8.0,4.0,4.0,1,9.0,6.0,3.0,1,3.5,7.0,-3.5,0,8.0,1.0,7.0,1,8.0,1.0,7.0,1,1.0,0.0,1.0,1,9.5,1.0,8.5,1,7.0,6.0,1.0,1,8.0,6.5,1.5,1,14,6,victory
Boa Hancock vs Bepo,Boa Hancock,Bepo,8.5,6.0,2.5,1,7.0,5.5,1.5,1,8.0,7.0,1.0,1,7.5,6.0,1.5,1,9.5,6.0,3.5,1,7.0,5.5,1.5,1,7.0,6.0,1.0,1,7.5,5.5,2.0,1,7.0,6.0,1.0,1,7.0,6.0,1.0,1,8.0,6.0,2.0,1,9.0,6.5,2.5,1,3.5,2.0,1.5,1,8.0,3.0,5.0,1,8.0,3.0,5.0,1,1.0,0.0,1.0,1,9.5,1.0,8.5,1,7.0,6.0,1.0,1,8.0,6.5,1.5,1,19,0,victory
Boa Hancock vs Rockstar,Boa Hancock,Rockstar,8.5,5.5,3.0,1,7.0,6.0,1.0,1,8.0,5.5,2.5,1,7.5,5.5,2.0,1,9.5,5.5,4.0,1,7.0,5.0,2.0,1,7.0,6.0,1.0,1,7.5,5.5,2.0,1,7.0,6.0,1.0,1,7.0,5.5,1.5,1,8.0,5.5,2.5,1,9.0,6.0,3.0,1,3.5,6.0,-2.5,0,8.0,6.0,2.0,1,8.0,5.0,3.0,1,1.0,0.0,1.0,1,9.5,1.0,8.5,1,7.0,6.0,1.0,1,8.0,6.0,2.0,1,18,1,victory
Boa Hancock vs Hiriluk,Boa Hancock,Hiriluk,8.5,2.0,6.5,1,7.0,3.0,4.0,1,8.0,2.5,5.5,1,7.5,3.5,4.0,1,9.5,1.5,8.0,1,7.0,2.5,4.5,1,7.0,5.0,2.0,1,7.5,3.0,4.5,1,7.0,4.5,2.5,1,7.0,7.5,-0.5,0,8.0,1.5,6.5,1,9.0,1.5,7.5,1,3.5,2.0,1.5,1,8.0,1.0,7.0,1,8.0,1.0,7.0,1,1.0,0.0,1.0,1,9.5,1.0,8.5,1,7.0,8.5,-1.5,0,8.0,6.0,2.0,1,17,2,victory
Boa Hancock vs Rebecca,Boa Hancock,Rebecca,8.5,4.0,4.5,1,7.0,6.0,1.0,1,8.0,8.0,0.0,0,7.5,7.0,0.5,1,9.5,4.0,5.5,1,7.0,5.0,2.0,1,7.0,5.5,1.5,1,7.5,4.5,3.0,1,7.0,6.5,0.5,1,7.0,6.0,1.0,1,8.0,7.0,1.0,1,9.0,6.0,3.0,1,3.5,6.5,-3.0,0,8.0,0.0,8.0,1,8.0,1.5,6.5,1,1.0,0.0,1.0,1,9.5,0.0,9.5,1,7.0,8.0,-1.0,0,8.0,6.0,2.0,1,17,3,victory
Boa Hancock vs Paulie,Boa Hancock,Paulie,8.5,6.5,2.0,1,7.0,5.5,1.5,1,8.0,7.0,1.0,1,7.5,6.0,1.5,1,9.5,6.0,3.5,1,7.0,6.0,1.0,1,7.0,6.5,0.5,1,7.5,6.0,1.5,1,7.0,7.0,0.0,0,7.0,7.0,0.0,0,8.0,6.5,1.5,1,9.0,7.0,2.0,1,3.5,8.0,-4.5,0,8.0,1.0,7.0,1,8.0,1.0,7.0,1,1.0,0.0,1.0,1,9.5,1.0,8.5,1,7.0,7.0,0.0,0,8.0,7.0,1.0,1,18,4,victory
Boa Hancock vs Urouge,Boa Hancock,Urouge,8.5,8.0,0.5,1,7.0,5.5,1.5,1,8.0,6.5,1.5,1,7.5,6.5,1.0,1,9.5,8.0,1.5,1,7.0,7.0,0.0,0,7.0,8.0,-1.0,0,7.5,7.5,0.0,0,7.0,7.0,0.0,0,7.0,6.5,0.5,1,8.0,7.0,1.0,1,9.0,7.0,2.0,1,3.5,4.5,-1.0,0,8.0,7.0,1.0,1,8.0,6.0,2.0,1,1.0,0.0,1.0,1,9.5,8.0,1.5,1,7.0,7.0,0.0,0,8.0,8.0,0.0,0,17,7,victory
Boa Hancock vs Namur,Boa Hancock,Namur,8.5,7.5,1.0,1,7.0,6.5,0.5,1,8.0,6.5,1.5,1,7.5,6.5,1.0,1,9.5,7.5,2.0,1,7.0,6.5,0.5,1,7.0,7.0,0.0,0,7.5,6.5,1.0,1,7.0,7.0,0.0,0,7.0,5.5,1.5,1,8.0,6.5,1.5,1,9.0,7.5,1.5,1,3.5,3.5,0.0,0,8.0,4.0,4.0,1,8.0,3.5,4.5,1,1.0,0.0,1.0,1,9.5,7.0,2.5,1,7.0,6.5,0.5,1,8.0,6.5,1.5,1,19,3,victory
Boa Hancock vs Senor Pink,Boa Hancock,Senor Pink,8.5,7.0,1.5,1,7.0,5.0,2.0,1,8.0,6.5,1.5,1,7.5,6.5,1.0,1,9.5,7.0,2.5,1,7.0,7.0,0.0,0,7.0,8.0,-1.0,0,7.5,7.5,0.0,0,7.0,7.5,-0.5,0,7.0,6.0,1.0,1,8.0,7.0,1.0,1,9.0,7.5,1.5,1,3.5,3.0,0.5,1,8.0,5.5,2.5,1,8.0,4.0,4.0,1,1.0,0.0,1.0,1,9.5,6.5,3.0,1,7.0,8.5,-1.5,0,8.0,7.5,0.5,1,16,5,victory
Boa Hancock vs Cavendish,Boa Hancock,Cavendish,8.5,7.5,1.0,1,7.0,7.5,-0.5,0,8.0,8.0,0.0,0,7.5,7.5,0.0,0,9.5,8.0,1.5,1,7.0,6.5,0.5,1,7.0,7.0,0.0,0,7.5,7.0,0.5,1,7.0,7.0,0.0,0,7.0,7.0,0.0,0,8.0,7.5,0.5,1,9.0,8.0,1.0,1,3.5,9.0,-5.5,0,8.0,6.0,2.0,1,8.0,6.0,2.0,1,1.0,0.0,1.0,1,9.5,1.0,8.5,1,7.0,6.5,0.5,1,8.0,7.5,0.5,1,17,7,victory
Boa Hancock vs Gecko Moria,Boa Hancock,Gecko Moria,8.5,6.5,2.0,1,7.0,2.5,4.5,1,8.0,3.5,4.5,1,7.5,4.5,3.0,1,9.5,7.5,2.0,1,7.0,5.5,1.5,1,7.0,6.0,1.0,1,7.5,6.0,1.5,1,7.0,6.0,1.0,1,7.0,6.5,0.5,1,8.0,6.0,2.0,1,9.0,5.0,4.0,1,3.5,3.0,0.5,1,8.0,1.0,7.0,1,8.0,1.0,7.0,1,1.0,0.0,1.0,1,9.5,8.5,1.0,1,7.0,5.0,2.0,1,8.0,8.0,0.0,0,19,1,victory
Boa Hancock vs Karoo,Boa Hancock,Karoo,8.5,2.0,6.5,1,7.0,7.0,0.0,0,8.0,6.5,1.5,1,7.5,4.5,3.0,1,9.5,1.5,8.0,1,7.0,3.5,3.5,1,7.0,5.5,1.5,1,7.5,3.5,4.0,1,7.0,6.5,0.5,1,7.0,3.0,4.0,1,8.0,2.5,5.5,1,9.0,1.5,7.5,1,3.5,1.0,2.5,1,8.0,1.0,7.0,1,8.0,1.0,7.0,1,1.0,0.0,1.0,1,9.5,1.0,8.5,1,7.0,6.5,0.5,1,8.0,4.5,3.5,1,19,1,victory
Boa Hancock vs Monet,Boa Hancock,Monet,8.5,4.5,4.0,1,7.0,7.5,-0.5,0,8.0,7.0,1.0,1,7.5,6.0,1.5,1,9.5,7.0,2.5,1,7.0,6.0,1.0,1,7.0,5.5,1.5,1,7.5,5.0,2.5,1,7.0,6.5,0.5,1,7.0,7.0,0.0,0,8.0,6.5,1.5,1,9.0,6.5,2.5,1,3.5,4.0,-0.5,0,8.0,1.0,7.0,1,8.0,1.0,7.0,1,1.0,0.0,1.0,1,9.5,8.0,1.5,1,7.0,7.0,0.0,0,8.0,6.0,2.0,1,17,4,victory
Boa Hancock vs Kaku,Boa Hancock,Kaku,8.5,8.0,0.5,1,7.0,7.0,0.0,0,8.0,9.0,-1.0,0,7.5,8.0,-0.5,0,9.5,8.5,1.0,1,7.0,7.0,0.0,0,7.0,7.5,-0.5,0,7.5,7.5,0.0,0,7.0,7.5,-0.5,0,7.0,8.0,-1.0,0,8.0,8.0,0.0,0,9.0,9.0,0.0,0,3.5,8.5,-5.0,0,8.0,3.0,5.0,1,8.0,3.0,5.0,1,1.0,0.0,1.0,1,9.5,7.5,2.0,1,7.0,7.0,0.0,0,8.0,8.5,-0.5,0,12,13,loss
Boa Hancock vs Orlumbus,Boa Hancock,Orlumbus,8.5,6.0,2.5,1,7.0,4.5,2.5,1,8.0,3.5,4.5,1,7.5,4.0,3.5,1,9.5,5.0,4.5,1,7.0,5.0,2.0,1,7.0,5.5,1.5,1,7.5,5.0,2.5,1,7.0,6.5,0.5,1,7.0,6.0,1.0,1,8.0,6.5,1.5,1,9.0,5.0,4.0,1,3.5,5.5,-2.0,0,8.0,1.0,7.0,1,8.0,1.0,7.0,1,1.0,0.0,1.0,1,9.5,1.0,8.5,1,7.0,7.0,0.0,0,8.0,6.5,1.5,1,18,2,victory
Boa Hancock vs Emporio Ivankov,Boa Hancock,Emporio Ivankov,8.5,7.0,1.5,1,7.0,6.0,1.0,1,8.0,7.5,0.5,1,7.5,7.5,0.0,0,9.5,7.5,2.0,1,7.0,7.0,0.0,0,7.0,7.5,-0.5,0,7.5,7.0,0.5,1,7.0,7.5,-0.5,0,7.0,7.5,-0.5,0,8.0,8.0,0.0,0,9.0,8.0,1.0,1,3.5,2.0,1.5,1,8.0,6.0,2.0,1,8.0,6.0,2.0,1,1.0,0.0,1.0,1,9.5,8.5,1.0,1,7.0,8.5,-1.5,0,8.0,8.5,-0.5,0,14,8,victory
Boa Hancock vs Morgans,Boa Hancock,Morgans,8.5,3.5,5.0,1,7.0,6.0,1.0,1,8.0,6.0,2.0,1,7.5,5.0,2.5,1,9.5,4.0,5.5,1,7.0,4.5,2.5,1,7.0,6.5,0.5,1,7.5,4.5,3.0,1,7.0,7.0,0.0,0,7.0,8.5,-1.5,0,8.0,5.0,3.0,1,9.0,3.5,5.5,1,3.5,3.0,0.5,1,8.0,1.0,7.0,1,8.0,3.5,4.5,1,1.0,0.0,1.0,1,9.5,4.0,5.5,1,7.0,8.5,-1.5,0,8.0,8.0,0.0,0,17,4,victory
Boa Hancock vs Bell-mère,Boa Hancock,Bell-mère,8.5,4.5,4.0,1,7.0,4.0,3.0,1,8.0,4.5,3.5,1,7.5,5.0,2.5,1,9.5,4.5,5.0,1,7.0,4.5,2.5,1,7.0,6.5,0.5,1,7.5,4.5,3.0,1,7.0,5.5,1.5,1,7.0,6.5,0.5,1,8.0,4.0,4.0,1,9.0,5.0,4.0,1,3.5,5.0,-1.5,0,8.0,1.0,7.0,1,8.0,1.0,7.0,1,1.0,0.0,1.0,1,9.5,0.5,9.0,1,7.0,8.5,-1.5,0,8.0,6.0,2.0,1,17,2,victory
