fight_name,fighter_1_reaction_speed,fighter_2_reaction_speed,reaction_speed_diff,reaction_speed_advantage,fighter_1_stamina,fighter_2_stamina,stamina_diff,stamina_advantage,fighter_1_strength,fighter_2_strength,strength_diff,strength_advantage,fighter_1_offense,fighter_2_offense,offense_diff,offense_advantage,fighter_1_defense,fighter_2_defense,defense_diff,defense_advantage,fighter_1_combat_skills,fighter_2_combat_skills,combat_skills_diff,combat_skills_advantage,fighter_1_battle_iq,fighter_2_battle_iq,battle_iq_diff,battle_iq_advantage,fighter_1_armament_haki,fighter_2_armament_haki,armament_haki_diff,armament_haki_advantage,fighter_1_observation_haki,fighter_2_observation_haki,observation_haki_diff,observation_haki_advantage,fighter_1_conqueror_haki,fighter_2_conqueror_haki,conqueror_haki_diff,conqueror_haki_advantage,fighter_1_experience,fighter_2_experience,experience_diff,experience_advantage,outcome
Carrot vs Monkey D. Garp,7.5,10.0,-2.5,0,6.5,9.5,-3.0,0,6.5,10.0,-3.5,0,7.0,10.0,-3.0,0,5.5,8.5,-3.0,0,7.0,10.0,-3.0,0,6.0,9.5,-3.5,0,0.0,10.0,-10.0,0,0.0,9.0,-9.0,0,0.0,1.0,-1.0,0,5.5,10.0,-4.5,0,loss
Carrot vs Charlotte Pudding,7.5,5.0,2.5,1,6.5,5.0,1.5,1,6.5,3.5,3.0,1,7.0,5.0,2.0,1,5.5,4.0,1.5,1,7.0,4.5,2.5,1,6.0,6.5,-0.5,0,0.0,1.0,-1.0,0,0.0,2.5,-2.5,0,0.0,0.0,0.0,0,5.5,6.0,-0.5,0,victory
Carrot vs Marshall D. Teach,7.5,7.0,0.5,1,6.5,8.0,-1.5,0,6.5,9.0,-2.5,0,7.0,9.5,-2.5,0,5.5,7.5,-2.0,0,7.0,8.0,-1.0,0,6.0,8.5,-2.5,0,0.0,8.0,-8.0,0,0.0,7.0,-7.0,0,0.0,0.0,0.0,0,5.5,8.5,-3.0,0,loss
Carrot vs Kikuhime,7.5,7.0,0.5,1,6.5,7.0,-0.5,0,6.5,6.0,0.5,1,7.0,7.0,0.0,0,5.5,6.0,-0.5,0,7.0,8.0,-1.0,0,6.0,7.0,-1.0,0,0.0,6.0,-6.0,0,0.0,6.0,-6.0,0,0.0,0.0,0.0,0,5.5,7.0,-1.5,0,loss
Carrot vs Izou,7.5,7.5,0.0,0,6.5,7.5,-1.0,0,6.5,6.5,0.0,0,7.0,7.5,-0.5,0,5.5,5.5,0.0,0,7.0,8.0,-1.0,0,6.0,8.0,-2.0,0,0.0,6.0,-6.0,0,0.0,6.0,-6.0,0,0.0,0.0,0.0,0,5.5,8.5,-3.0,0,loss
Carrot vs Kouzuki Hiyori,7.5,4.0,3.5,1,6.5,5.0,1.5,1,6.5,2.5,4.0,1,7.0,3.0,4.0,1,5.5,4.0,1.5,1,7.0,2.5,4.5,1,6.0,3.5,2.5,1,0.0,1.0,-1.0,0,0.0,1.0,-1.0,0,0.0,0.0,0.0,0,5.5,6.0,-0.5,0,victory
Carrot vs Shirahoshi,7.5,2.5,5.0,1,6.5,2.5,4.0,1,6.5,1.0,5.5,1,7.0,4.5,2.5,1,5.5,1.0,4.5,1,7.0,1.0,6.0,1,6.0,1.5,4.5,1,0.0,1.0,-1.0,0,0.0,5.5,-5.5,0,0.0,0.0,0.0,0,5.5,1.5,4.0,1,victory
Carrot vs Pell,7.5,6.5,1.0,1,6.5,6.5,0.0,0,6.5,6.5,0.0,0,7.0,6.0,1.0,1,5.5,5.0,0.5,1,7.0,6.5,0.5,1,6.0,6.5,-0.5,0,0.0,1.5,-1.5,0,0.0,1.5,-1.5,0,0.0,0.0,0.0,0,5.5,6.5,-1.0,0,loss
Carrot vs Issho,7.5,8.5,-1.0,0,6.5,9.0,-2.5,0,6.5,9.0,-2.5,0,7.0,9.0,-2.0,0,5.5,8.5,-3.0,0,7.0,9.0,-2.0,0,6.0,9.0,-3.0,0,0.0,9.0,-9.0,0,0.0,10.0,-10.0,0,0.0,0.0,0.0,0,5.5,9.5,-4.0,0,loss
Carrot vs Sakazuki,7.5,8.5,-1.0,0,6.5,9.5,-3.0,0,6.5,9.5,-3.0,0,7.0,10.0,-3.0,0,5.5,8.5,-3.0,0,7.0,9.5,-2.5,0,6.0,9.0,-3.0,0,0.0,9.5,-9.5,0,0.0,8.5,-8.5,0,0.0,0.0,0.0,0,5.5,9.5,-4.0,0,loss
Carrot vs Kurozumi Tama,7.5,3.0,4.5,1,6.5,4.0,2.5,1,6.5,2.0,4.5,1,7.0,3.5,3.5,1,5.5,2.5,3.0,1,7.0,1.5,5.5,1,6.0,4.0,2.0,1,0.0,1.0,-1.0,0,0.0,1.0,-1.0,0,0.0,0.0,0.0,0,5.5,3.0,2.5,1,victory
Carrot vs Killer,7.5,7.5,0.0,0,6.5,7.0,-0.5,0,6.5,7.0,-0.5,0,7.0,8.0,-1.0,0,5.5,6.0,-0.5,0,7.0,8.0,-1.0,0,6.0,8.0,-2.0,0,0.0,7.0,-7.0,0,0.0,6.0,-6.0,0,0.0,0.0,0.0,0,5.5,8.0,-2.5,0,loss
Carrot vs Ulti,7.5,7.5,0.0,0,6.5,7.5,-1.0,0,6.5,8.0,-1.5,0,7.0,7.5,-0.5,0,5.5,7.5,-2.0,0,7.0,7.5,-0.5,0,6.0,6.5,-0.5,0,0.0,7.0,-7.0,0,0.0,5.5,-5.5,0,0.0,0.0,0.0,0,5.5,6.5,-1.0,0,loss
Carrot vs Benn Beckman,7.5,9.0,-1.5,0,6.5,9.0,-2.5,0,6.5,8.5,-2.0,0,7.0,9.0,-2.0,0,5.5,7.5,-2.0,0,7.0,9.0,-2.0,0,6.0,9.5,-3.5,0,0.0,9.0,-9.0,0,0.0,9.0,-9.0,0,0.0,0.0,0.0,0,5.5,10.0,-4.5,0,loss
Carrot vs Koala,7.5,7.0,0.5,1,6.5,6.5,0.0,0,6.5,6.0,0.5,1,7.0,6.5,0.5,1,5.5,5.5,0.0,0,7.0,7.5,-0.5,0,6.0,7.0,-1.0,0,0.0,5.0,-5.0,0,0.0,5.0,-5.0,0,0.0,0.0,0.0,0,5.5,7.0,-1.5,0,draw
Carrot vs Borsalino,7.5,10.0,-2.5,0,6.5,8.0,-1.5,0,6.5,8.0,-1.5,0,7.0,9.5,-2.5,0,5.5,7.5,-2.0,0,7.0,9.0,-2.0,0,6.0,8.5,-2.5,0,0.0,9.0,-9.0,0,0.0,9.0,-9.0,0,0.0,0.0,0.0,0,5.5,9.5,-4.0,0,loss
Carrot vs Gaimon,7.5,1.5,6.0,1,6.5,3.5,3.0,1,6.5,1.0,5.5,1,7.0,1.0,6.0,1,5.5,1.5,4.0,1,7.0,1.0,6.0,1,6.0,1.5,4.5,1,0.0,1.0,-1.0,0,0.0,1.0,-1.0,0,0.0,0.0,0.0,0,5.5,5.5,0.0,0,victory
Carrot vs Pedro,7.5,7.5,0.0,0,6.5,7.0,-0.5,0,6.5,7.5,-1.0,0,7.0,7.5,-0.5,0,5.5,6.5,-1.0,0,7.0,8.0,-1.0,0,6.0,8.0,-2.0,0,0.0,6.5,-6.5,0,0.0,7.5,-7.5,0,0.0,0.0,0.0,0,5.5,8.0,-2.5,0,loss
Carrot vs Monkey D. Dragon,7.5,8.5,-1.0,0,6.5,9.0,-2.5,0,6.5,8.5,-2.0,0,7.0,9.0,-2.0,0,5.5,8.5,-3.0,0,7.0,9.0,-2.0,0,6.0,9.5,-3.5,0,0.0,9.0,-9.0,0,0.0,8.0,-8.0,0,0.0,0.0,0.0,0,5.5,10.0,-4.5,0,loss
Carrot vs Thousand Sunny,7.5,5.0,2.5,1,6.5,7.0,-0.5,0,6.5,7.5,-1.0,0,7.0,7.0,0.0,0,5.5,7.5,-2.0,0,7.0,6.0,1.0,1,6.0,4.0,2.0,1,0.0,1.0,-1.0,0,0.0,1.0,-1.0,0,0.0,0.0,0.0,0,5.5,6.5,-1.0,0,loss
Carrot vs Bepo,7.5,6.0,1.5,1,6.5,6.0,0.5,1,6.5,6.0,0.5,1,7.0,6.0,1.0,1,5.5,5.5,0.0,0,7.0,6.5,0.5,1,6.0,6.0,0.0,0,0.0,3.0,-3.0,0,0.0,3.0,-3.0,0,0.0,0.0,0.0,0,5.5,6.5,-1.0,0,victory
Carrot vs Rockstar,7.5,5.5,2.0,1,6.5,6.0,0.5,1,6.5,5.5,1.0,1,7.0,5.5,1.5,1,5.5,5.0,0.5,1,7.0,6.0,1.0,1,6.0,5.5,0.5,1,0.0,6.0,-6.0,0,0.0,5.0,-5.0,0,0.0,0.0,0.0,0,5.5,6.0,-0.5,0,victory
Carrot vs Hiriluk,7.5,3.5,4.0,1,6.5,4.5,2.0,1,6.5,2.0,4.5,1,7.0,1.5,5.5,1,5.5,2.5,3.0,1,7.0,1.5,5.5,1,6.0,1.5,4.5,1,0.0,1.0,-1.0,0,0.0,1.0,-1.0,0,0.0,0.0,0.0,0,5.5,6.0,-0.5,0,victory
Carrot vs Rebecca,7.5,7.0,0.5,1,6.5,6.5,0.0,0,6.5,4.0,2.5,1,7.0,4.0,3.0,1,5.5,5.0,0.5,1,7.0,6.0,1.0,1,6.0,7.0,-1.0,0,0.0,0.0,0.0,0,0.0,1.5,-1.5,0,0.0,0.0,0.0,0,5.5,6.0,-0.5,0,victory
Carrot vs Paulie,7.5,6.0,1.5,1,6.5,7.0,-0.5,0,6.5,6.5,0.0,0,7.0,6.0,1.0,1,5.5,6.0,-0.5,0,7.0,7.0,0.0,0,6.0,6.5,-0.5,0,0.0,1.0,-1.0,0,0.0,1.0,-1.0,0,0.0,0.0,0.0,0,5.5,7.0,-1.5,0,loss
Carrot vs Urouge,7.5,6.5,1.0,1,6.5,7.0,-0.5,0,6.5,8.0,-1.5,0,7.0,8.0,-1.0,0,5.5,7.0,-1.5,0,7.0,7.0,0.0,0,6.0,7.0,-1.0,0,0.0,7.0,-7.0,0,0.0,6.0,-6.0,0,0.0,0.0,0.0,0,5.5,8.0,-2.5,0,loss
Carrot vs Namur,7.5,6.5,1.0,1,6.5,7.0,-0.5,0,6.5,7.5,-1.0,0,7.0,7.5,-0.5,0,5.5,6.5,-1.0,0,7.0,7.5,-0.5,0,6.0,6.5,-0.5,0,0.0,4.0,-4.0,0,0.0,3.5,-3.5,0,0.0,0.0,0.0,0,5.5,6.5,-1.0,0,loss
Carrot vs Senor Pink,7.5,6.5,1.0,1,6.5,7.5,-1.0,0,6.5,7.0,-0.5,0,7.0,7.0,0.0,0,5.5,7.0,-1.5,0,7.0,7.5,-0.5,0,6.0,7.0,-1.0,0,0.0,5.5,-5.5,0,0.0,4.0,-4.0,0,0.0,0.0,0.0,0,5.5,7.5,-2.0,0,loss
Carrot vs Cavendish,7.5,7.5,0.0,0,6.5,7.0,-0.5,0,6.5,7.5,-1.0,0,7.0,8.0,-1.0,0,5.5,6.5,-1.0,0,7.0,8.0,-1.0,0,6.0,7.5,-1.5,0,0.0,6.0,-6.0,0,0.0,6.0,-6.0,0,0.0,0.0,0.0,0,5.5,7.5,-2.0,0,loss
Carrot vs Gecko Moria,7.5,4.5,3.0,1,6.5,6.0,0.5,1,6.5,6.5,0.0,0,7.0,7.5,-0.5,0,5.5,5.5,0.0,0,7.0,5.0,2.0,1,6.0,6.0,0.0,0,0.0,1.0,-1.0,0,0.0,1.0,-1.0,0,0.0,0.0,0.0,0,5.5,8.0,-2.5,0,victory
Carrot vs Karoo,7.5,4.5,3.0,1,6.5,6.5,0.0,0,6.5,2.0,4.5,1,7.0,1.5,5.5,1,5.5,3.5,2.0,1,7.0,1.5,5.5,1,6.0,2.5,3.5,1,0.0,1.0,-1.0,0,0.0,1.0,-1.0,0,0.0,0.0,0.0,0,5.5,4.5,1.0,1,victory
Carrot vs Monet,7.5,6.0,1.5,1,6.5,6.5,0.0,0,6.5,4.5,2.0,1,7.0,7.0,0.0,0,5.5,6.0,-0.5,0,7.0,6.5,0.5,1,6.0,6.5,-0.5,0,0.0,1.0,-1.0,0,0.0,1.0,-1.0,0,0.0,0.0,0.0,0,5.5,6.0,-0.5,0,draw
Carrot vs Kaku,7.5,8.0,-0.5,0,6.5,7.5,-1.0,0,6.5,8.0,-1.5,0,7.0,8.5,-1.5,0,5.5,7.0,-1.5,0,7.0,9.0,-2.0,0,6.0,8.0,-2.0,0,0.0,3.0,-3.0,0,0.0,3.0,-3.0,0,0.0,0.0,0.0,0,5.5,8.5,-3.0,0,loss
Carrot vs Orlumbus,7.5,4.0,3.5,1,6.5,6.5,0.0,0,6.5,6.0,0.5,1,7.0,5.0,2.0,1,5.5,5.0,0.5,1,7.0,5.0,2.0,1,6.0,6.5,-0.5,0,0.0,1.0,-1.0,0,0.0,1.0,-1.0,0,0.0,0.0,0.0,0,5.5,6.5,-1.0,0,victory
Carrot vs Emporio Ivankov,7.5,7.5,0.0,0,6.5,7.5,-1.0,0,6.5,7.0,-0.5,0,7.0,7.5,-0.5,0,5.5,7.0,-1.5,0,7.0,8.0,-1.0,0,6.0,8.0,-2.0,0,0.0,6.0,-6.0,0,0.0,6.0,-6.0,0,0.0,0.0,0.0,0,5.5,8.5,-3.0,0,loss
Carrot vs Morgans,7.5,5.0,2.5,1,6.5,7.0,-0.5,0,6.5,3.5,3.0,1,7.0,4.0,3.0,1,5.5,4.5,1.0,1,7.0,3.5,3.5,1,6.0,5.0,1.0,1,0.0,1.0,-1.0,0,0.0,3.5,-3.5,0,0.0,0.0,0.0,0,5.5,8.0,-2.5,0,victory
Carrot vs Bell-mère,7.5,5.0,2.5,1,6.5,5.5,1.0,1,6.5,4.5,2.0,1,7.0,4.5,2.5,1,5.5,4.5,1.0,1,7.0,5.0,2.0,1,6.0,4.0,2.0,1,0.0,1.0,-1.0,0,0.0,1.0,-1.0,0,0.0,0.0,0.0,0,5.5,6.0,-0.5,0,victory
Carrot vs Basil Hawkins,7.5,7.0,0.5,1,6.5,7.0,-0.5,0,6.5,6.5,0.0,0,7.0,7.0,0.0,0,5.5,7.5,-2.0,0,7.0,6.5,0.5,1,6.0,8.0,-2.0,0,0.0,7.0,-7.0,0,0.0,7.0,-7.0,0,0.0,0.0,0.0,0,5.5,7.5,-2.0,0,loss
Carrot vs Denjiro,7.5,7.5,0.0,0,6.5,8.0,-1.5,0,6.5,8.0,-1.5,0,7.0,8.5,-1.5,0,5.5,7.0,-1.5,0,7.0,8.5,-1.5,0,6.0,8.5,-2.5,0,0.0,8.0,-8.0,0,0.0,7.0,-7.0,0,0.0,0.0,0.0,0,5.5,9.0,-3.5,0,loss
Carrot vs Gin,7.5,6.0,1.5,1,6.5,6.5,0.0,0,6.5,6.5,0.0,0,7.0,7.0,0.0,0,5.5,5.5,0.0,0,7.0,7.0,0.0,0,6.0,6.5,-0.5,0,0.0,1.0,-1.0,0,0.0,1.0,-1.0,0,0.0,0.0,0.0,0,5.5,6.5,-1.0,0,victory
Carrot vs Jewelry Bonney,7.5,6.0,1.5,1,6.5,6.5,0.0,0,6.5,5.5,1.0,1,7.0,6.5,0.5,1,5.5,6.0,-0.5,0,7.0,5.5,1.5,1,6.0,7.0,-1.0,0,0.0,1.0,-1.0,0,0.0,1.0,-1.0,0,0.0,0.0,0.0,0,5.5,7.0,-1.5,0,victory
Carrot vs Charlotte Linlin,7.5,8.0,-0.5,0,6.5,9.0,-2.5,0,6.5,10.0,-3.5,0,7.0,10.0,-3.0,0,5.5,9.0,-3.5,0,7.0,9.5,-2.5,0,6.0,7.5,-1.5,0,0.0,9.5,-9.5,0,0.0,7.5,-7.5,0,0.0,1.0,-1.0,0,5.5,9.5,-4.0,0,loss
Carrot vs Marguerite,7.5,6.5,1.0,1,6.5,6.5,0.0,0,6.5,4.5,2.0,1,7.0,6.5,0.5,1,5.5,5.0,0.5,1,7.0,7.0,0.0,0,6.0,6.0,0.0,0,0.0,6.0,-6.0,0,0.0,5.0,-5.0,0,0.0,0.0,0.0,0,5.5,6.5,-1.0,0,victory
Carrot vs Wyper,7.5,6.5,1.0,1,6.5,7.5,-1.0,0,6.5,7.0,-0.5,0,7.0,8.0,-1.0,0,5.5,5.5,0.0,0,7.0,7.0,0.0,0,6.0,7.0,-1.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,5.5,7.0,-1.5,0,loss
Carrot vs Animal Species/Arabasta Saga,7.5,6.0,1.5,1,6.5,7.0,-0.5,0,6.5,6.5,0.0,0,7.0,7.0,0.0,0,5.5,6.0,-0.5,0,7.0,7.0,0.0,0,6.0,6.5,-0.5,0,0.0,1.0,-1.0,0,0.0,1.0,-1.0,0,0.0,0.0,0.0,0,5.5,6.5,-1.0,0,loss
Carrot vs Charlotte Mont-d'Or,7.5,6.0,1.5,1,6.5,6.5,0.0,0,6.5,6.5,0.0,0,7.0,7.0,0.0,0,5.5,6.5,-1.0,0,7.0,7.0,0.0,0,6.0,7.0,-1.0,0,0.0,7.0,-7.0,0,0.0,6.0,-6.0,0,0.0,0.0,0.0,0,5.5,7.5,-2.0,0,loss
Carrot vs Caesar Clown,7.5,5.5,2.0,1,6.5,5.0,1.5,1,6.5,4.0,2.5,1,7.0,7.0,0.0,0,5.5,5.0,0.5,1,7.0,4.5,2.5,1,6.0,6.0,0.0,0,0.0,1.0,-1.0,0,0.0,1.0,-1.0,0,0.0,0.0,0.0,0,5.5,7.0,-1.5,0,victory
Carrot vs Kin'emon,7.5,6.5,1.0,1,6.5,6.5,0.0,0,6.5,6.5,0.0,0,7.0,7.0,0.0,0,5.5,6.0,-0.5,0,7.0,7.5,-0.5,0,6.0,7.5,-1.5,0,0.0,6.5,-6.5,0,0.0,5.0,-5.0,0,0.0,0.0,0.0,0,5.5,7.5,-2.0,0,loss
Carrot vs Zeff,7.5,6.5,1.0,1,6.5,6.5,0.0,0,6.5,6.5,0.0,0,7.0,6.0,1.0,1,5.5,6.0,-0.5,0,7.0,7.5,-0.5,0,6.0,7.5,-1.5,0,0.0,4.5,-4.5,0,0.0,4.5,-4.5,0,0.0,0.0,0.0,0,5.5,9.0,-3.5,0,loss
Carrot vs Vista,7.5,8.5,-1.0,0,6.5,8.0,-1.5,0,6.5,8.0,-1.5,0,7.0,8.0,-1.0,0,5.5,7.5,-2.0,0,7.0,9.0,-2.0,0,6.0,8.0,-2.0,0,0.0,8.0,-8.0,0,0.0,7.0,-7.0,0,0.0,0.0,0.0,0,5.5,9.0,-3.5,0,loss
Carrot vs Charlotte Perospero,7.5,6.5,1.0,1,6.5,7.0,-0.5,0,6.5,7.0,-0.5,0,7.0,8.0,-1.0,0,5.5,7.0,-1.5,0,7.0,7.0,0.0,0,6.0,7.5,-1.5,0,0.0,7.0,-7.0,0,0.0,6.0,-6.0,0,0.0,0.0,0.0,0,5.5,8.0,-2.5,0,loss
Carrot vs Kawamatsu,7.5,7.0,0.5,1,6.5,8.5,-2.0,0,6.5,7.5,-1.0,0,7.0,8.0,-1.0,0,5.5,7.0,-1.5,0,7.0,8.5,-1.5,0,6.0,7.5,-1.5,0,0.0,6.5,-6.5,0,0.0,6.0,-6.0,0,0.0,0.0,0.0,0,5.5,8.5,-3.0,0,loss
Carrot vs Pandaman,7.5,5.0,2.5,1,6.5,6.5,0.0,0,6.5,3.5,3.0,1,7.0,3.0,4.0,1,5.5,3.5,2.0,1,7.0,2.5,4.5,1,6.0,2.5,3.5,1,0.0,1.0,-1.0,0,0.0,5.0,-5.0,0,0.0,0.0,0.0,0,5.5,8.5,-3.0,0,victory
Carrot vs Bartholomew Kuma,7.5,9.0,-1.5,0,6.5,9.5,-3.0,0,6.5,9.5,-3.0,0,7.0,9.5,-2.5,0,5.5,8.5,-3.0,0,7.0,8.0,-1.0,0,6.0,9.0,-3.0,0,0.0,8.0,-8.0,0,0.0,8.0,-8.0,0,0.0,0.0,0.0,0,5.5,9.5,-4.0,0,loss
Carrot vs Charlotte Cracker,7.5,7.5,0.0,0,6.5,8.0,-1.5,0,6.5,8.5,-2.0,0,7.0,9.0,-2.0,0,5.5,9.0,-3.5,0,7.0,8.0,-1.0,0,6.0,8.5,-2.5,0,0.0,8.5,-8.5,0,0.0,7.5,-7.5,0,0.0,0.0,0.0,0,5.5,8.5,-3.0,0,loss
Carrot vs Chouchou,7.5,3.0,4.5,1,6.5,3.5,3.0,1,6.5,1.5,5.0,1,7.0,1.5,5.5,1,5.5,2.0,3.5,1,7.0,1.5,5.5,1,6.0,2.0,4.0,1,0.0,1.0,-1.0,0,0.0,1.0,-1.0,0,0.0,0.0,0.0,0,5.5,2.0,3.5,1,victory
Portgas D. Ace vs Sabo,8.0,9.0,-1.0,0,9.0,8.5,0.5,1,9.0,9.0,0.0,0,9.5,9.0,0.5,1,7.5,8.0,-0.5,0,9.0,9.5,-0.5,0,8.0,9.0,-1.0,0,8.0,9.0,-1.0,0,8.0,8.0,0.0,0,1.0,0.0,1.0,1,8.0,9.0,-1.0,0,loss
Portgas D. Ace vs Yamato,8.0,8.0,0.0,0,9.0,8.0,1.0,1,9.0,8.5,0.5,1,9.5,8.5,1.0,1,7.5,8.0,-0.5,0,9.0,8.5,0.5,1,8.0,8.0,0.0,0,8.0,8.5,-0.5,0,8.0,7.0,1.0,1,1.0,1.0,0.0,0,8.0,7.0,1.0,1,victory
Portgas D. Ace vs Shanks,8.0,10.0,-2.0,0,9.0,9.5,-0.5,0,9.0,9.5,-0.5,0,9.5,9.5,0.0,0,7.5,9.0,-1.5,0,9.0,10.0,-1.0,0,8.0,10.0,-2.0,0,8.0,10.0,-2.0,0,8.0,9.5,-1.5,0,1.0,1.0,0.0,0,8.0,10.0,-2.0,0,loss
Portgas D. Ace vs Donquixote Rosinante,8.0,6.0,2.0,1,9.0,6.5,2.5,1,9.0,4.5,4.5,1,9.5,5.0,4.5,1,7.5,5.0,2.5,1,9.0,5.0,4.0,1,8.0,6.5,1.5,1,8.0,3.0,5.0,1,8.0,6.0,2.0,1,1.0,0.0,1.0,1,8.0,7.0,1.0,1,victory
Portgas D. Ace vs Charlotte Katakuri,8.0,9.5,-1.5,0,9.0,9.0,0.0,0,9.0,9.0,0.0,0,9.5,8.5,1.0,1,7.5,8.0,-0.5,0,9.0,9.5,-0.5,0,8.0,9.0,-1.0,0,8.0,9.0,-1.0,0,8.0,10.0,-2.0,0,1.0,1.0,0.0,0,8.0,9.0,-1.0,0,loss
Portgas D. Ace vs Usopp,8.0,6.0,2.0,1,9.0,6.5,2.5,1,9.0,3.0,6.0,1,9.5,6.0,3.5,1,7.5,3.5,4.0,1,9.0,6.0,3.0,1,8.0,7.0,1.0,1,8.0,0.5,7.5,1,8.0,7.5,0.5,1,1.0,0.0,1.0,1,8.0,7.0,1.0,1,victory
Portgas D. Ace vs Tony Tony Chopper,8.0,5.5,2.5,1,9.0,6.0,3.0,1,9.0,6.5,2.5,1,9.5,6.5,3.0,1,7.5,6.0,1.5,1,9.0,6.0,3.0,1,8.0,7.0,1.0,1,8.0,1.0,7.0,1,8.0,1.0,7.0,1,1.0,0.0,1.0,1,8.0,6.5,1.5,1,victory
Portgas D. Ace vs Crocodile,8.0,7.5,0.5,1,9.0,7.5,1.5,1,9.0,7.5,1.5,1,9.5,8.5,1.0,1,7.5,8.0,-0.5,0,9.0,8.0,1.0,1,8.0,9.0,-1.0,0,8.0,6.0,2.0,1,8.0,6.0,2.0,1,1.0,0.0,1.0,1,8.0,9.0,-1.0,0,victory
Portgas D. Ace vs Jinbe,8.0,4.5,3.5,1,9.0,5.0,4.0,1,9.0,5.0,4.0,1,9.5,5.0,4.5,1,7.5,5.5,2.0,1,9.0,5.5,3.5,1,8.0,5.0,3.0,1,8.0,5.0,3.0,1,8.0,4.5,3.5,1,1.0,0.0,1.0,1,8.0,5.5,2.5,1,victory
Portgas D. Ace vs Marco,8.0,9.0,-1.0,0,9.0,8.5,0.5,1,9.0,8.0,1.0,1,9.5,8.5,1.0,1,7.5,9.5,-2.0,0,9.0,9.0,0.0,0,8.0,9.0,-1.0,0,8.0,7.5,0.5,1,8.0,7.5,0.5,1,1.0,0.0,1.0,1,8.0,9.5,-1.5,0,loss
Portgas D. Ace vs Donquixote Doflamingo,8.0,8.5,-0.5,0,9.0,9.5,-0.5,0,9.0,8.5,0.5,1,9.5,9.0,0.5,1,7.5,8.0,-0.5,0,9.0,9.0,0.0,0,8.0,9.0,-1.0,0,8.0,8.5,-0.5,0,8.0,8.0,0.0,0,1.0,1.0,0.0,0,8.0,9.5,-1.5,0,loss
Portgas D. Ace vs Nefertari Vivi,8.0,4.5,3.5,1,9.0,5.5,3.5,1,9.0,3.0,6.0,1,9.5,3.0,6.5,1,7.5,3.5,4.0,1,9.0,4.5,4.5,1,8.0,6.5,1.5,1,8.0,1.0,7.0,1,8.0,1.0,7.0,1,1.0,0.0,1.0,1,8.0,6.0,2.0,1,victory
Portgas D. Ace vs Bentham,8.0,6.5,1.5,1,9.0,7.5,1.5,1,9.0,6.5,2.5,1,9.5,6.5,3.0,1,7.5,5.5,2.0,1,9.0,7.5,1.5,1,8.0,7.5,0.5,1,8.0,0.5,7.5,1,8.0,0.5,7.5,1,1.0,0.0,1.0,1,8.0,7.0,1.0,1,victory
Portgas D. Ace vs Eustass Kid,8.0,8.0,0.0,0,9.0,8.0,1.0,1,9.0,8.5,0.5,1,9.5,8.5,1.0,1,7.5,7.5,0.0,0,9.0,7.5,1.5,1,8.0,7.5,0.5,1,8.0,8.0,0.0,0,8.0,7.0,1.0,1,1.0,1.0,0.0,0,8.0,8.0,0.0,0,victory
Portgas D. Ace vs Kouzuki Oden,8.0,8.5,-0.5,0,9.0,8.5,0.5,1,9.0,9.5,-0.5,0,9.5,9.5,0.0,0,7.5,7.0,0.5,1,9.0,9.5,-0.5,0,8.0,7.5,0.5,1,8.0,9.0,-1.0,0,8.0,7.5,0.5,1,1.0,1.0,0.0,0,8.0,9.0,-1.0,0,loss
Portgas D. Ace vs Perona,8.0,4.5,3.5,1,9.0,4.0,5.0,1,9.0,1.5,7.5,1,9.5,6.5,3.0,1,7.5,5.5,2.0,1,9.0,3.0,6.0,1,8.0,5.0,3.0,1,8.0,1.0,7.0,1,8.0,1.0,7.0,1,1.0,0.0,1.0,1,8.0,4.5,3.5,1,victory
Portgas D. Ace vs Brook,8.0,7.5,0.5,1,9.0,8.0,1.0,1,9.0,6.0,3.0,1,9.5,7.0,2.5,1,7.5,5.0,2.5,1,9.0,7.5,1.5,1,8.0,7.0,1.0,1,8.0,2.0,6.0,1,8.0,2.5,5.5,1,1.0,0.0,1.0,1,8.0,8.5,-0.5,0,victory
Portgas D. Ace vs Smoker,8.0,7.0,1.0,1,9.0,7.0,2.0,1,9.0,7.0,2.0,1,9.5,7.0,2.5,1,7.5,6.5,1.0,1,9.0,7.5,1.5,1,8.0,7.5,0.5,1,8.0,6.5,1.5,1,8.0,7.0,1.0,1,1.0,0.0,1.0,1,8.0,8.5,-0.5,0,victory
Portgas D. Ace vs Franky,8.0,6.5,1.5,1,9.0,7.5,1.5,1,9.0,8.0,1.0,1,9.5,8.0,1.5,1,7.5,7.5,0.0,0,9.0,7.5,1.5,1,8.0,7.5,0.5,1,8.0,2.0,6.0,1,8.0,1.0,7.0,1,1.0,0.0,1.0,1,8.0,8.0,0.0,0,victory
Portgas D. Ace vs Gol D. Roger,8.0,10.0,-2.0,0,9.0,10.0,-1.0,0,9.0,10.0,-1.0,0,9.5,10.0,-0.5,0,7.5,8.5,-1.0,0,9.0,10.0,-1.0,0,8.0,10.0,-2.0,0,8.0,10.0,-2.0,0,8.0,9.5,-1.5,0,1.0,1.0,0.0,0,8.0,10.0,-2.0,0,loss
